Domain,sentence,language,label_name,label_ID,Source,annotator_GMUID
same-sex marriage,"“What we are doing today is joyous,” said Sen. Scott Wiener, a Democrat representing San Francisco. “What the voters, I believe, will do next year is joyous. This is about recognizing the fundamental humanity of all 40 million Californians.”",en,Morality,3,https://apnews.com/article/california-samesex-marriage-equality-voters-ballot-2552934177cf9bb82a9bfa11eb9f1e38,
same-sex marriage,"In an emotional debate on the Senate floor, lawmakers said the proposed amendment was long overdue. Democratic Sen. Caroline Menjivar, who is lesbian, fought back tears while sharing a story about her family members refusing to attend her wedding.",en,Morality,3,https://apnews.com/article/california-samesex-marriage-equality-voters-ballot-2552934177cf9bb82a9bfa11eb9f1e38,
same-sex marriage,"It is about whether the government we serve in a pluralistic society with many faiths treats us all equally before the law,” he said.",en,Morality,3,https://apnews.com/article/california-samesex-marriage-equality-voters-ballot-2552934177cf9bb82a9bfa11eb9f1e38,
same-sex marriage,"In response to today’s Hong Kong Court of Final Appeal verdict that granted a partial victory to LGBTI activist Jimmy Sham,",en,"Legality, Constitutionality, Jurisdiction",5,https://www.amnesty.org/en/latest/news/2023/09/hong-kong-same-sex-marriage-ruling-a-moment-of-hope-for-lgbti-rights/,
same-sex marriage,"This ruling is an important step forward and a moment of hope for Hong Kong’s LGBTI people, who have long been denied equal rights due to the city’s outdated and discriminatory laws.",en,Fairness and Eqality,4,https://www.amnesty.org/en/latest/news/2023/09/hong-kong-same-sex-marriage-ruling-a-moment-of-hope-for-lgbti-rights/,
same-sex marriage,Jimmy Sham’s marriage is legitimate and should be recognized as such. Today’s verdict must be the springboard for the Hong Kong authorities to stop discriminating against people based on who they are and who they love.,en,Fairness and Eqality,4,https://www.amnesty.org/en/latest/news/2023/09/hong-kong-same-sex-marriage-ruling-a-moment-of-hope-for-lgbti-rights/,
same-sex marriage,"However, the Court ruled against Sham on two other questions put to it: whether the exclusion of same-sex couples from the institution of marriage was a violation of the right to equality under the Hong Kong Bill of Rights and Basic Law; and whether the lack of recognition of foreign same-sex marriage violated the right to equality.",en,"Legality, Constitutionality, Jurisdiction",5,https://www.amnesty.org/en/latest/news/2023/09/hong-kong-same-sex-marriage-ruling-a-moment-of-hope-for-lgbti-rights/,
same-sex marriage,"While the decision confirmed an August 2022 ruling by Hong Kong’s Court of Appeal, which said that the city’s law only acknowledged marriages between a man and a woman, it overturned that ruling in that the government now has to adopt “an alternative legal framework” of recognition.",en,"Legality, Constitutionality, Jurisdiction",5,https://www.amnesty.org/en/latest/news/2023/09/hong-kong-same-sex-marriage-ruling-a-moment-of-hope-for-lgbti-rights/,
same-sex marriage,Pope Francis criticized laws that criminalize homosexuality and said that Catholic bishops who support such laws should do more to welcome LGBTQ people into the church. ,en,Public Sentiment,12,https://www.snopes.com/fact-check/pope-homosexuality-not-crime/,
same-sex marriage,"Francis acknowledged that homosexuality is sinful, but said it should not be criminalized. ""It's not a crime. Yes, but it's a sin.",en,Morality,3,https://www.snopes.com/fact-check/pope-homosexuality-not-crime/,
same-sex marriage,"Francis also quoted the Catechism of the Catholic Church, saying that gay people must be respected, welcomed, and not discriminated against.",en,Public Sentiment,12,https://www.snopes.com/fact-check/pope-homosexuality-not-crime/,
same-sex marriage,"This is not the first time Francis has reached out to the gay community, starting with his 2013 declaration about the sexual orientation of priests, saying ""If someone is gay and he searches for the Lord and has good will, who am I to judge?""",en,Morality,3,https://www.snopes.com/fact-check/pope-homosexuality-not-crime/,
same-sex marriage,"When the Dobbs decision was released last year, the majority opinion said it was because abortion is not specifically named in the constitution nor “deeply rooted” in the history of the United States. On that day, Associate Justice Clarence Thomas released a concurrent opinion saying that Obergefell v. Hodges, which legalized same-sex marriage nationwide, could be overturned on similar grounds.",en,"Legality, Constitutionality, Jurisdiction",5,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,
same-sex marriage,"Justice Thomas also said the rights to birth control (Griswold v. Connecticut) and private, consensual sex acts (Lawrence v. Texas) could be challenged as well.",en,"Legality, Constitutionality, Jurisdiction",5,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,
same-sex marriage,"The future of marriage equality under these circumstances was the subject of a recent Continuing Legal Education course. It was hosted by the LGBTQ Law Section, the Elder Law & Special Needs Section, and the Trusts & Estates Section of the New York State Bar Association.",en,"Legality, Constitutionality, Jurisdiction",5,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,
same-sex marriage,"On December 13, 2022, the Respect for Marriage Act was signed into law, stating that the federal government would continue to recognize same-sex and interracial marriages no matter what the court decides in the future.",en,Policy Prescription and Evaluation,6,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,
same-sex marriage,"“My whole professional career is divided between what we used to do before we had marriage equality,” said Thomas Sciacca, a trusts and estates attorney. “And what we started doing after.”",en,Cultural Identity,11,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,
same-sex marriage,"Sciacca explained that without a legally recognized marriage, the surviving partner of a same-sex couple would be unable to inherit benefits, challenge a fraudulent will, automatically receive bereavement leave, determine if their partner is buried or cremated, receive wrongful death proceeds, keep custody of children and more.",en,Quality of Life,10,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,
same-sex marriage,"He had one case where two men who were together for 45 years had purchased a brownstone for $40,000. When one partner died, the property was worth over $4 million. The IRS wanted to tax the property in the deceased’s name even though it was jointly owned.",en,Fairness and Eqality,4,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,
same-sex marriage,"“This is not something that a couple who is able to get married, or have their marriage recognized, would ever face,” said Sciacca.",en,Morality,3,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,
same-sex marriage,A South Korean appeals court ruled Tuesday that government health insurance should offer spousal coverage to same-sex couples.,en,Fairness and Eqality,4,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,
same-sex marriage,The landmark ruling is the country's first legal recognition of social benefits for same-sex couples. South Korea has not legalized same-sex marriage or civil unions.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,
same-sex marriage,". Both groups are ""the same in essence"" in that they form ""emotional and economic community"" outside the legally defined family relationship, the court said in its verdict.",en,"Legality, Constitutionality, Jurisdiction",5,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,
same-sex marriage,"To recognize dependent status in one group and not in the other based on sexual orientation ""constitutes a discriminatory treatment.""",en,Morality,3,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,
same-sex marriage,"In a press conference after the ruling, the plaintiff so said in a tearful voice that ""our love won and is winning.""",en,Quality of Life,10,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,
same-sex marriage,"With same sex couples and LGBTQ+ activists hoping for a judgement in their favour and the government and religious leaders strongly opposing same sex union, the debate is turning out to be a lively one.",en,Morality,3,https://www.bbc.com/news/world-asia-india-65061266,
same-sex marriage,Lawyers for the petitioners said marriage was a union of two people - not just a man and woman. They argued that laws should be changed to reflect that concepts of marriage have changed over time and that same sex couples also desire the respectability of marriage.,en,Policy Prescription and Evaluation,6,https://www.bbc.com/news/world-asia-india-65061266,
same-sex marriage, He said it was not an issue to be decided by five individuals - the judges - and only the parliament could discuss the socio-legal issue of marriage.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,
same-sex marriage,"Their families and friends readily accepted their relationship, but 17 years after they met and more than a decade after they started living together, the mental health professionals say they are unable to marry - ""something most couples aspire to""",en,Quality of Life,10,https://www.bbc.com/news/world-asia-india-65061266,
same-sex marriage,"Over the years, acceptance of homosexuality has also grown in India. A Pew survey in 2020 had 37% people saying it should be accepted - an increase of 22% from 15% in 2014, the first time the question was asked in the country.",en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,
same-sex marriage,"But despite the change, attitudes to sex and sexuality remain largely conservative and activists say most LGBTQ+ people are afraid to come out",en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,
same-sex marriage,"We were at that stage in our relationship where we were thinking about marriage. Also, we were tired of fighting the system each time we wanted something done - such as get a joint bank account or a health insurance policy, own a house together, or write a will.",en,Quality of Life,10,https://www.bbc.com/news/world-asia-india-65061266,
same-sex marriage,"The Indian constitution, their petition adds, gives all citizens the right to marry a person of their choice and prohibits discrimination on the basis of sexual orientation and their petition should be allowed since ""constitutional morality is above social morality"".",en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,
same-sex marriage,"The Indian government has urged the top court to reject the petitions, saying that a marriage can take place only between a man and a woman who are heterosexual.",en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,
same-sex marriage,"It added that the court cannot ""change the entire legislative policy of the country deeply embedded in religious and societal norms"".",en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,
same-sex marriage,"They added that it could increase incidence of HIV-Aids in India and expressed concern that it could ""negatively affect the psychological and emotional development of children raised by same-sex couples"".",en,Health and Safety,9,https://www.bbc.com/news/world-asia-india-65061266,
same-sex marriage,"Homosexuality is not a disease, the IPS said, adding that discrimination against LGBTQ+ people could ""lead to mental health issues in them"".",en,Health and Safety,9,https://www.bbc.com/news/world-asia-india-65061266,
same-sex marriage,"Hundreds of gay activists, some with painted faces, celebrated outside the Bundestag lower house of parliament after the vote, waving rainbow flags and placards that read “Marriage for all - make love for all”.",en,Public Sentiment,12,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,
same-sex marriage,"Today, thousands of same-sex couples were given equality, and the two-class society in matters of love was abolished. Germany can really rejoice today.",en,Fairness and Eqality,4,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,
same-sex marriage,"Merkel, who is seeking a fourth term in a national election on Sept. 24, said she had voted against the bill because she believed that marriage as defined under German law was between a man and a woman.",en,Political,13,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,
same-sex marriage,"“I hope that the vote today not only promotes respect between the different opinions but also brings more social cohesion and peace,” she said.",en,Morality,3,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,
same-sex marriage,"Same-sex marriage became a hot election topic after three parties - the Social Democrats (SPD), the pro-business Free Democrats and the Greens ",en,Political,13,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,
same-sex marriage,He stated that couples who choose to share their lives together should have the right to identify their beneficiaries.,en,Fairness and Eqality,4,https://www.nhonews.com/news/2023/aug/08/same-sex-marriage-legislation-moves-forward-navajo/,
same-sex marriage,"We need to come to an agreement for our Navajo couples so they can identify their beneficiaries,” James said. “The couples who decide to share their lives together should be able to make these decisions.",en,Fairness and Eqality,4,https://www.nhonews.com/news/2023/aug/08/same-sex-marriage-legislation-moves-forward-navajo/,
same-sex marriage,"The Navajo Nation had previously prohibited same-sex marriages through Resolution No. CJN-34-05 was enacted by the Navajo Nation Council in 2005. However, the approval of Legislation 0139-23, sponsored by Council Delegate Seth Damon from Baahaali, Chilchiltah, Manuelito, Red Rock, Rock Springs, and Tsayatoh, marks a significant step toward inclusivity and equal recognition of same-sex unions.",en,Fairness and Eqality,4,https://www.nhonews.com/news/2023/aug/08/same-sex-marriage-legislation-moves-forward-navajo/,
same-sex marriage,The legislation not only repeals the ban on same-sex marriages but also amends provisions within the Navajo Nation Code to ensure conformity with the new policy.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.nhonews.com/news/2023/aug/08/same-sex-marriage-legislation-moves-forward-navajo/,
same-sex marriage,"The bill, known as the ""Love and Equality Act,"" passed unanimously in both the House of Representatives and the Senate, marking a significant step forward in the journey towards equal rights for all citizens.",en,Policy Prescription and Evaluation,6,https://chat.openai.com/,
same-sex marriage,"The legislative journey was marked by impassioned speeches, heartfelt testimonials, and resounding applause from both sides of the aisle. Supporters of the bill held hands and shed tears of joy as they watched history unfold in real-time.",en,Quality of Life,10,https://chat.openai.com/,
same-sex marriage,"""This is a momentous day for our nation,"" declared Senator Emily Rodriguez, a staunch advocate for LGBTQ+ rights and one of the bill's lead sponsors",en,Quality of Life,10,https://chat.openai.com/,
same-sex marriage,"The Love and Equality Act not only legalizes same-sex marriage but also grants same-sex couples the same legal rights, benefits, and protections as heterosexual couples. This includes access to healthcare, social security benefits, inheritance rights, and the ability to jointly adopt children.",en,Policy Prescription and Evaluation,6,https://chat.openai.com/,
same-sex marriage,"President Sarah Mitchell, who had long championed the cause of marriage equality, signed the bill into law shortly after its passage, surrounded by joyful LGBTQ+ couples and their families.",en,Quality of Life,10,https://chat.openai.com/,
same-sex marriage,"The decision received widespread support from various advocacy groups, celebrities, and religious leaders who have long fought for LGBTQ+ rights. Social media erupted with messages of love and celebration, with the hashtag #LoveIsEqual trending worldwide.",en,Cultural Identity,11,https://chat.openai.com/,
same-sex marriage,"As the country celebrates this milestone, couples of all genders and sexual orientations are now free to marry their partners, affirming that love is love, and equality is a fundamental principle that knows no bounds.",en,Morality,3,https://chat.openai.com/,
same-sex marriage,"The passage of the Love and Equality Act will undoubtedly be remembered as a historic moment in the ongoing struggle for LGBTQ+ rights, marking a profound step forward towards a more inclusive and accepting society.",en,Policy Prescription and Evaluation,6,https://chat.openai.com/,
same-sex marriage,"In a world where love knows no bounds, the intersection of same-sex marriage and cultural identity is a topic of increasing importance and discussion. As societies around the globe evolve and become more inclusive, individuals from diverse cultural backgrounds are sharing their unique experiences of embracing both their LGBTQ+ identity and their cultural heritage.",en,Cultural Identity,11,https://chat.openai.com/,
same-sex marriage,"One voice that often goes unheard in discussions of same-sex marriage and cultural identity is that of parents. Carla Fernandez, a mother of a gay son, shares her journey of understanding and acceptance. ""Growing up in a conservative Mexican family, I had my own biases,"" she admits. ""But the love I have for my son forced me to confront those prejudices.""",en,Cultural Identity,11,https://chat.openai.com/,
same-sex marriage,A recent study conducted by the Institute for Social Research examined the mental health of LGBTQ+ individuals before and after the legalization of same-sex marriage. The results were astonishing: a 30% decrease in reported depression and anxiety among LGBTQ+ individuals since the introduction of marriage equality.,en,Health and Safety,9,https://chat.openai.com/,
same-sex marriage,"Beyond the wedding industry, the economic benefits extend to local economies. Wedding-related spending, from florists to hotels, has surged as same-sex couples celebrate their love with grand ceremonies and receptions. Small businesses in particular have seen increased revenue, leading to stronger communities.",en,Economic,1,https://chat.openai.com/,
same-sex marriage,Studies also show that the acceptance and recognition of same-sex marriages in workplaces promote innovation and productivity. Companies with LGBTQ+ inclusive policies report higher job satisfaction and employee retention rates.,en,Economic,1,https://chat.openai.com/,
Immigration,"The United States is often described as a nation of immigrants. With the exception of Native Americans, the vast majority of Americans are immigrants or the descendants of immigrants or enslaved people. This diversity has been celebrated for its contributions to American culture through cuisine, language, and the arts, among many other influences.",en,Cultural Identity,11,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",klu21
Immigration,"Immigrants also make an important contribution to the U.S. economy. Most directly, immigration increases potential economic output by increasing the size of the labor force. Immigrants also contribute to increasing productivity.",en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",klu21
Immigration,"Specifically, they find that a 1 percentage point increase in the population share of immigrant college graduates increases patents per capita by 9 percent to 18 percent",en,Capacity and Resources,2,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",klu21
Immigration,"While most immigrants residing in the United States are legally authorized to live and work here, the Department of Homeland Security (DHS) estimates the population of unauthorized immigrants to be roughly 11.4 million as of 2018.",en,"Legality, Constitutionality, Jurisdiction",5,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",klu21
Immigration,"This blog discusses the economics of legalizing unauthorized immigrants. Some critics claim that legalizing unauthorized immigrants, as proposed by the Build Back Better framework, could be costly because they would become eligible for additional social insurance benefits such as Medicaid. However, granting permanent legal status would also likely raise tax revenues, increase productivity, and have additional benefits for the children of these immigrants, generating substantial economic value for the country.  ",en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",klu21
Immigration,"About 73 percent of unauthorized-immigrant adults ages 18 to 65 were employed in any given year from 2014 to 2019, roughly equal to the employment rates of non-citizen legal residents and U.S. citizens.[3] Permanent legal status would likely allow these workers to be more productive, generating gains that could be realized through a variety of channels.",en,Capacity and Resources,2,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",klu21
Immigration,Immigrants have made innumerable contributions to American business and society. ,en,Cultural Identity,11,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",klu21
Immigration,"However, current law confines millions of them to a life in the shadows, without the rights to be fully economically engaged or have access to foundational social protections. ",en,Fairness and Eqality,4,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",klu21
Immigration,"If you ask immigrants (legal or not) why they come to America, they’ll tell you that it’s to build a better life in a safer country. It’s not to vote in elections, access welfare, or sit on juries, which are the only things citizenship gets you that a green card doesn’t",en,External Regulation and Reputation,14,https://www.cato.org/publications/commentary/what-both-sides-miss-immigration-debate?gclid=Cj0KCQjwjt-oBhDKARIsABVRB0zx0iEcH2VyJMP-O2ms04YYLzbAqv2knhlXPZ4ScS0TswNU3p-TRCQaAr_QEALw_wcB,klu21
Immigration,"And that’s what this country needs: people willing to work hard and contribute to the economy. Deport the criminals and terrorists, but welcome productive members of society.",en,Crime and Punishment,7,https://www.cato.org/publications/commentary/what-both-sides-miss-immigration-debate?gclid=Cj0KCQjwjt-oBhDKARIsABVRB0zx0iEcH2VyJMP-O2ms04YYLzbAqv2knhlXPZ4ScS0TswNU3p-TRCQaAr_QEALw_wcB,klu21
Immigration,Democrats care more about what they see as millions of potential votes than improving the lives of the human beings who would cast them. That in turn makes Republicans suspicious of any reforms not centering on walls and guards. ,en,Political,13,https://www.cato.org/publications/commentary/what-both-sides-miss-immigration-debate?gclid=Cj0KCQjwjt-oBhDKARIsABVRB0zx0iEcH2VyJMP-O2ms04YYLzbAqv2knhlXPZ4ScS0TswNU3p-TRCQaAr_QEALw_wcB,klu21
Immigration,"And President Obama poisons the well by his lawless executive actions, declining to enforce laws that are on the books and making up others out of whole cloth.",en,Political,13,https://www.cato.org/publications/commentary/what-both-sides-miss-immigration-debate?gclid=Cj0KCQjwjt-oBhDKARIsABVRB0zx0iEcH2VyJMP-O2ms04YYLzbAqv2knhlXPZ4ScS0TswNU3p-TRCQaAr_QEALw_wcB,klu21
Immigration,So you see that becoming a citizen is far easier than getting a green card—which is exactly backwards!,en,Policy Prescription and Evaluation,6,https://www.cato.org/publications/commentary/what-both-sides-miss-immigration-debate?gclid=Cj0KCQjwjt-oBhDKARIsABVRB0zx0iEcH2VyJMP-O2ms04YYLzbAqv2knhlXPZ4ScS0TswNU3p-TRCQaAr_QEALw_wcB,klu21
Immigration,"In the wake of historic flows of illegal aliens over the southern border, Governor Greg Abbott reissued his declaration of invasion on September 20 and deployed more Texas National Guard, Texas Department of Public Safety, and local law enforcement personnel to the Texas border.",en,Political,13,https://www.fairus.org/legislation/state-immigration-legislation-policies/border-security/texas-governor-abbott-amplifies,klu21
Immigration,"According to U.S. Customs and Border Protection, in fiscal year 2023 through July, there over nearly 1.2 million encounters in Texas alone. In just the past couple of days, more than 4,000 aliens have crossed into Eagle Pass, Texas, forcing the mayor to declare an emergency. ",en,Security and Defense,8,https://www.fairus.org/legislation/state-immigration-legislation-policies/border-security/texas-governor-abbott-amplifies,klu21
Immigration,"The administration claimed the buoys violated the Rivers and Harbors Act, but a three-judge 5th Circuit panel permitted them to remain while the case is being adjudicated.",en,Policy Prescription and Evaluation,6,https://www.fairus.org/legislation/state-immigration-legislation-policies/border-security/texas-governor-abbott-amplifies,klu21
Immigration,"The researchers found that people who are more exposed to immigration inflows are more likely to rank crime as their biggest concern. They’re more likely to believe that crime is affecting their quality of life, and more likely to believe that they will be a victim of a crime soon.",en,Quality of Life,10,https://www.mcgill.ca/newsroom/channels/news/does-immigration-really-increase-crime-347099,klu21
Immigration,"However, those citizens weren’t any more likely to have been victims of any crime in the previous months. Nor did the number of homicides grow disproportionately in the municipalities where they live, according to the researchers.",en,Other,15,https://www.mcgill.ca/newsroom/channels/news/does-immigration-really-increase-crime-347100,klu21
Immigration,"Voters overwhelmingly say they trust Republicans to do a better job than Democrats dealing with border security, crime, the economy and immigration, a new national NBC News poll finds.",en,Public Sentiment,12,https://www.nbcnews.com/meet-the-press/first-read/poll-republicans-advantages-immigration-crime-economy-rcna117054,klu21
Immigration,"By some smaller margins, registered voters also say Democrats are better on health care, abortion, the coronavirus and education.",en,Public Sentiment,12,https://www.nbcnews.com/meet-the-press/first-read/poll-republicans-advantages-immigration-crime-economy-rcna117054,klu21
Immigration,"The numbers illustrate the feelings of an electorate that has grown deeply dissatisfied with President Joe Biden — but also maintains serious reservations about his most likely rival in the 2024 presidential race, former President Donald Trump.",en,Political,13,https://www.nbcnews.com/meet-the-press/first-read/poll-republicans-advantages-immigration-crime-economy-rcna117054,klu21
Immigration,"But independent voters polled agree that Republicans are better at dealing with crime (by 19 points) and with the economy (by 25 points). Independents also agreed that Democrats are better at dealing with abortion (by 20 points), education (by 11 points) and looking out for the middle class (by 10 points), though by smaller margins than they gave Republicans in dealing with crime and the economy.",en,Political,13,https://www.nbcnews.com/meet-the-press/first-read/poll-republicans-advantages-immigration-crime-economy-rcna117054,klu21
Immigration,"But despite the level of heated rhetoric around this issue — especially the xenophobic or racist messages that spew forth from across the political spectrum — there's no hard data suggesting that immigration actually correlates with a rise in crime. In fact, immigration may even be associated with reductions in certain types of crime.",en,Quality of Life,10,https://www.nbcnews.com/meet-the-press/first-read/poll-republicans-advantages-immigration-crime-economy-rcna117054,klu21
Immigration," One piece of legislation enacted in April 2021 ""adopts the language of human rights protections but nonetheless enhances the government's power to expel migrants and restrict their access to protections,"" according to the MPI report.",en,"Legality, Constitutionality, Jurisdiction",5,https://www.nbcnews.com/meet-the-press/first-read/poll-republicans-advantages-immigration-crime-economy-rcna117054,klu21
Immigration,"Our results suggest that while immigration does not increase crime in equilibrium, it does trigger crime-related concerns and behavioral reactions among the population.",en,Health and Safety,9,https://www.nbcnews.com/meet-the-press/first-read/poll-republicans-advantages-immigration-crime-economy-rcna117054,klu21
Immigration,"""Yet, we find no effect of immigration on crime. We analyze all relevant crimes included in the survey — robbery, larceny, burglary, theft, assault and vehicle theft — as well as homicides and observe no significant effect for any of the individual types of crime or for total crime",en,Crime and Punishment,7,https://www.nbcnews.com/meet-the-press/first-read/poll-republicans-advantages-immigration-crime-economy-rcna117054,klu21
Immigration,We find that undocumented immigrants have substantially lower crime rates than native-born citizens and legal immigrants across a range of felony offenses,en,Crime and Punishment,7,https://www.nbcnews.com/meet-the-press/first-read/poll-republicans-advantages-immigration-crime-economy-rcna117054,klu21
Immigration,"Throughout human history there has always been evidence of people migrating from place to place in search of new opportunities and a better life. In more recent times, populations have been able to travel further distances and in significantly greater numbers. ",en,Morality,3,https://studentsforliberty.org/pillars/peace-love-liberty/immigration-reform/?gclid=Cj0KCQjwjt-oBhDKARIsABVRB0y72xhLXaCANkLerlC8vZr01vl6JCA5r1aTgKBbRB6olVevIeleffoaAo4uEALw_wcB,klu21
Immigration,"Immigration can bring a boost to the local economy, help fill any existing skills shortages, and is a source of foreign investment.",en,Economic,1,https://studentsforliberty.org/pillars/peace-love-liberty/immigration-reform/?gclid=Cj0KCQjwjt-oBhDKARIsABVRB0y72xhLXaCANkLerlC8vZr01vl6JCA5r1aTgKBbRB6olVevIeleffoaAo4uEALw_wcB,klu21
Immigration,Resulting restrictions imposed on immigration arguably cause the global economy to lose out on an astronomical scale. ,en,Economic,1,https://studentsforliberty.org/pillars/peace-love-liberty/immigration-reform/?gclid=Cj0KCQjwjt-oBhDKARIsABVRB0y72xhLXaCANkLerlC8vZr01vl6JCA5r1aTgKBbRB6olVevIeleffoaAo4uEALw_wcB,klu21
Immigration,"Morally, it is reprehensible to prevent peaceful individuals from having the opportunity to improve their lives, purely based on their country of birth. Effectively, this traps certain people in locations where they will not be able to escape poverty and reach their full potential.  ",en,Morality,3,https://studentsforliberty.org/pillars/peace-love-liberty/immigration-reform/?gclid=Cj0KCQjwjt-oBhDKARIsABVRB0y72xhLXaCANkLerlC8vZr01vl6JCA5r1aTgKBbRB6olVevIeleffoaAo4uEALw_wcB,klu21
Immigration,"Statistics for the United States (Blau and Mackie, 2016) show that the average Net Present Value (NPV) for immigrants is actually positive and higher than that of native-born citizens. This is true, even for the majority of unskilled workers, meaning that immigration results in a net benefit to the economy.",en,Economic,1,https://studentsforliberty.org/pillars/peace-love-liberty/immigration-reform/?gclid=Cj0KCQjwjt-oBhDKARIsABVRB0y72xhLXaCANkLerlC8vZr01vl6JCA5r1aTgKBbRB6olVevIeleffoaAo4uEALw_wcB,klu21
Immigration,"Furthermore, a relative shortage of workers in certain locations can subsequently result in more opportunities and higher wages for those who decide to remain.",en,Capacity and Resources,2,https://studentsforliberty.org/pillars/peace-love-liberty/immigration-reform/?gclid=Cj0KCQjwjt-oBhDKARIsABVRB0y72xhLXaCANkLerlC8vZr01vl6JCA5r1aTgKBbRB6olVevIeleffoaAo4uEALw_wcB,klu21
Immigration,"Despite many critics’ concerns over the cultural impact of immigration, it is clear that the overall consequence of interaction and integration of people from different cultures has brought about many benefits and cultural enrichment.",en,Cultural Identity,11,https://studentsforliberty.org/pillars/peace-love-liberty/immigration-reform/?gclid=Cj0KCQjwjt-oBhDKARIsABVRB0y72xhLXaCANkLerlC8vZr01vl6JCA5r1aTgKBbRB6olVevIeleffoaAo4uEALw_wcB,klu21
Immigration,"Restrictions on immigration in the way we know of today were only gradually introduced as a result of increasing xenophobic sentiment against Southern and Eastern Europeans in the 1920s, although there had already been policies discriminating specifically against Chinese immigrants since the 1870s.",en,Cultural Identity,11,https://studentsforliberty.org/pillars/peace-love-liberty/immigration-reform/?gclid=Cj0KCQjwjt-oBhDKARIsABVRB0y72xhLXaCANkLerlC8vZr01vl6JCA5r1aTgKBbRB6olVevIeleffoaAo4uEALw_wcB,klu21
