Domain,sentence,language,label_name,label_ID,Source,annotator_GMUID,transform
same-sex marriage,Jimmy Sham’s marriage is legitimate and should be recognized as such. Today’s verdict must be the springboard for the Hong Kong authorities to stop discriminating against people based on who they are and who they love.,en,Fairness and Eqality,4,https://www.amnesty.org/en/latest/news/2023/09/hong-kong-same-sex-marriage-ruling-a-moment-of-hope-for-lgbti-rights/,klu21,en
same-sex marriage,"However, the Court ruled against Sham on two other questions put to it: whether the exclusion of same-sex couples from the institution of marriage was a violation of the right to equality under the Hong Kong Bill of Rights and Basic Law; and whether the lack of recognition of foreign same-sex marriage violated the right to equality.",en,"Legality, Constitutionality, Jurisdiction",5,https://www.amnesty.org/en/latest/news/2023/09/hong-kong-same-sex-marriage-ruling-a-moment-of-hope-for-lgbti-rights/,klu21,en
same-sex marriage,"While the decision confirmed an August 2022 ruling by Hong Kong’s Court of Appeal, which said that the city’s law only acknowledged marriages between a man and a woman, it overturned that ruling in that the government now has to adopt “an alternative legal framework” of recognition.",en,"Legality, Constitutionality, Jurisdiction",5,https://www.amnesty.org/en/latest/news/2023/09/hong-kong-same-sex-marriage-ruling-a-moment-of-hope-for-lgbti-rights/,klu21,en
same-sex marriage,Pope Francis criticized laws that criminalize homosexuality and said that Catholic bishops who support such laws should do more to welcome LGBTQ people into the church. ,en,Political,13,https://www.snopes.com/fact-check/pope-homosexuality-not-crime/,klu21,en
same-sex marriage,"Francis acknowledged that homosexuality is sinful, but said it should not be criminalized. ""It's not a crime. Yes, but it's a sin.",en,Cultural Identity,11,https://www.snopes.com/fact-check/pope-homosexuality-not-crime/,klu21,en
same-sex marriage,"Francis also quoted the Catechism of the Catholic Church, saying that gay people must be respected, welcomed, and not discriminated against.",en,Public Sentiment,12,https://www.snopes.com/fact-check/pope-homosexuality-not-crime/,klu21,en
same-sex marriage,"This is not the first time Francis has reached out to the gay community, starting with his 2013 declaration about the sexual orientation of priests, saying ""If someone is gay and he searches for the Lord and has good will, who am I to judge?""",en,Morality,3,https://www.snopes.com/fact-check/pope-homosexuality-not-crime/,klu21,en
same-sex marriage,"When the Dobbs decision was released last year, the majority opinion said it was because abortion is not specifically named in the constitution nor “deeply rooted” in the history of the United States. On that day, Associate Justice Clarence Thomas released a concurrent opinion saying that Obergefell v. Hodges, which legalized same-sex marriage nationwide, could be overturned on similar grounds.",en,"Legality, Constitutionality, Jurisdiction",5,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,klu21,en
same-sex marriage,"Justice Thomas also said the rights to birth control (Griswold v. Connecticut) and private, consensual sex acts (Lawrence v. Texas) could be challenged as well.",en,"Legality, Constitutionality, Jurisdiction",5,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,klu21,en
same-sex marriage,"The future of marriage equality under these circumstances was the subject of a recent Continuing Legal Education course. It was hosted by the LGBTQ Law Section, the Elder Law & Special Needs Section, and the Trusts & Estates Section of the New York State Bar Association.",en,Other,15,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,klu21,en
same-sex marriage,"On December 13, 2022, the Respect for Marriage Act was signed into law, stating that the federal government would continue to recognize same-sex and interracial marriages no matter what the court decides in the future.",en,Policy Prescription and Evaluation,6,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,klu21,en
same-sex marriage,"“My whole professional career is divided between what we used to do before we had marriage equality,” said Thomas Sciacca, a trusts and estates attorney. “And what we started doing after.”",en,Cultural Identity,11,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,klu21,en
same-sex marriage,"Sciacca explained that without a legally recognized marriage, the surviving partner of a same-sex couple would be unable to inherit benefits, challenge a fraudulent will, automatically receive bereavement leave, determine if their partner is buried or cremated, receive wrongful death proceeds, keep custody of children and more.",en,Quality of Life,10,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,klu21,en
same-sex marriage,"He had one case where two men who were together for 45 years had purchased a brownstone for $40,000. When one partner died, the property was worth over $4 million. The IRS wanted to tax the property in the deceased’s name even though it was jointly owned.",en,Morality,3,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,klu21,en
same-sex marriage,"“This is not something that a couple who is able to get married, or have their marriage recognized, would ever face,” said Sciacca.",en,Morality,3,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,klu21,en
same-sex marriage,A South Korean appeals court ruled Tuesday that government health insurance should offer spousal coverage to same-sex couples.,en,Fairness and Eqality,4,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,klu21,en
same-sex marriage,The landmark ruling is the country's first legal recognition of social benefits for same-sex couples. South Korea has not legalized same-sex marriage or civil unions.,en,External Regulation and Reputation,14,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,klu21,en
same-sex marriage,". Both groups are ""the same in essence"" in that they form ""emotional and economic community"" outside the legally defined family relationship, the court said in its verdict.",en,"Legality, Constitutionality, Jurisdiction",5,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,klu21,en
same-sex marriage,"To recognize dependent status in one group and not in the other based on sexual orientation ""constitutes a discriminatory treatment.""",en,Morality,3,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,klu21,en
same-sex marriage,"In a press conference after the ruling, the plaintiff so said in a tearful voice that ""our love won and is winning.""",en,Quality of Life,10,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,klu21,en
same-sex marriage,"With same sex couples and LGBTQ+ activists hoping for a judgement in their favour and the government and religious leaders strongly opposing same sex union, the debate is turning out to be a lively one.",en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,klu21,en
same-sex marriage,Lawyers for the petitioners said marriage was a union of two people - not just a man and woman. They argued that laws should be changed to reflect that concepts of marriage have changed over time and that same sex couples also desire the respectability of marriage.,en,Morality,3,https://www.bbc.com/news/world-asia-india-65061266,klu21,en
same-sex marriage, He said it was not an issue to be decided by five individuals - the judges - and only the parliament could discuss the socio-legal issue of marriage.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,klu21,en
same-sex marriage,"Their families and friends readily accepted their relationship, but 17 years after they met and more than a decade after they started living together, the mental health professionals say they are unable to marry - ""something most couples aspire to""",en,Quality of Life,10,https://www.bbc.com/news/world-asia-india-65061266,klu21,en
same-sex marriage,"Over the years, acceptance of homosexuality has also grown in India. A Pew survey in 2020 had 37% people saying it should be accepted - an increase of 22% from 15% in 2014, the first time the question was asked in the country.",en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,klu21,en
same-sex marriage,"But despite the change, attitudes to sex and sexuality remain largely conservative and activists say most LGBTQ+ people are afraid to come out",en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,klu21,en
same-sex marriage,"We were at that stage in our relationship where we were thinking about marriage. Also, we were tired of fighting the system each time we wanted something done - such as get a joint bank account or a health insurance policy, own a house together, or write a will.",en,Fairness and Eqality,4,https://www.bbc.com/news/world-asia-india-65061266,klu21,en
same-sex marriage,"The Indian constitution, their petition adds, gives all citizens the right to marry a person of their choice and prohibits discrimination on the basis of sexual orientation and their petition should be allowed since ""constitutional morality is above social morality"".",en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,klu21,en
same-sex marriage,"The Indian government has urged the top court to reject the petitions, saying that a marriage can take place only between a man and a woman who are heterosexual.",en,Political,13,https://www.bbc.com/news/world-asia-india-65061266,klu21,en
same-sex marriage,"It added that the court cannot ""change the entire legislative policy of the country deeply embedded in religious and societal norms"".",en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,klu21,en
same-sex marriage,"They added that it could increase incidence of HIV-Aids in India and expressed concern that it could ""negatively affect the psychological and emotional development of children raised by same-sex couples"".",en,Health and Safety,9,https://www.bbc.com/news/world-asia-india-65061266,klu21,en
same-sex marriage,"Homosexuality is not a disease, the IPS said, adding that discrimination against LGBTQ+ people could ""lead to mental health issues in them"".",en,Health and Safety,9,https://www.bbc.com/news/world-asia-india-65061266,klu21,en
same-sex marriage,"Hundreds of gay activists, some with painted faces, celebrated outside the Bundestag lower house of parliament after the vote, waving rainbow flags and placards that read “Marriage for all - make love for all”.",en,Public Sentiment,12,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,klu21,en
same-sex marriage,"Today, thousands of same-sex couples were given equality, and the two-class society in matters of love was abolished. Germany can really rejoice today.",en,Fairness and Eqality,4,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,klu21,en
same-sex marriage,"Merkel, who is seeking a fourth term in a national election on Sept. 24, said she had voted against the bill because she believed that marriage as defined under German law was between a man and a woman.",en,Political,13,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,klu21,en
same-sex marriage,"“I hope that the vote today not only promotes respect between the different opinions but also brings more social cohesion and peace,” she said.",en,Morality,3,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,klu21,en
same-sex marriage,"Same-sex marriage became a hot election topic after three parties - the Social Democrats (SPD), the pro-business Free Democrats and the Greens ",en,Political,13,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,klu21,en
same-sex marriage,He stated that couples who choose to share their lives together should have the right to identify their beneficiaries.,en,Fairness and Eqality,4,https://www.nhonews.com/news/2023/aug/08/same-sex-marriage-legislation-moves-forward-navajo/,klu21,en
same-sex marriage,"We need to come to an agreement for our Navajo couples so they can identify their beneficiaries,” James said. “The couples who decide to share their lives together should be able to make these decisions.",en,Fairness and Eqality,4,https://www.nhonews.com/news/2023/aug/08/same-sex-marriage-legislation-moves-forward-navajo/,klu21,en
same-sex marriage,"The Navajo Nation had previously prohibited same-sex marriages through Resolution No. CJN-34-05 was enacted by the Navajo Nation Council in 2005. However, the approval of Legislation 0139-23, sponsored by Council Delegate Seth Damon from Baahaali, Chilchiltah, Manuelito, Red Rock, Rock Springs, and Tsayatoh, marks a significant step toward inclusivity and equal recognition of same-sex unions.",en,Policy Prescription and Evaluation,6,https://www.nhonews.com/news/2023/aug/08/same-sex-marriage-legislation-moves-forward-navajo/,klu21,en
same-sex marriage,The legislation not only repeals the ban on same-sex marriages but also amends provisions within the Navajo Nation Code to ensure conformity with the new policy.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.nhonews.com/news/2023/aug/08/same-sex-marriage-legislation-moves-forward-navajo/,klu21,en
same-sex marriage,"The bill, known as the ""Love and Equality Act,"" passed unanimously in both the House of Representatives and the Senate, marking a significant step forward in the journey towards equal rights for all citizens.",en,Policy Prescription and Evaluation,6,https://chat.openai.com/,klu21,en
same-sex marriage,"The legislative journey was marked by impassioned speeches, heartfelt testimonials, and resounding applause from both sides of the aisle. Supporters of the bill held hands and shed tears of joy as they watched history unfold in real-time.",en,Public Sentiment,12,https://chat.openai.com/,klu21,en
same-sex marriage,"""This is a momentous day for our nation,"" declared Senator Emily Rodriguez, a staunch advocate for LGBTQ+ rights and one of the bill's lead sponsors",en,Political,13,https://chat.openai.com/,klu21,en
same-sex marriage,"The Love and Equality Act not only legalizes same-sex marriage but also grants same-sex couples the same legal rights, benefits, and protections as heterosexual couples. This includes access to healthcare, social security benefits, inheritance rights, and the ability to jointly adopt children.",en,Policy Prescription and Evaluation,6,https://chat.openai.com/,klu21,en
same-sex marriage,"President Sarah Mitchell, who had long championed the cause of marriage equality, signed the bill into law shortly after its passage, surrounded by joyful LGBTQ+ couples and their families.",en,Political,13,https://chat.openai.com/,klu21,en
same-sex marriage,"The decision received widespread support from various advocacy groups, celebrities, and religious leaders who have long fought for LGBTQ+ rights. Social media erupted with messages of love and celebration, with the hashtag #LoveIsEqual trending worldwide.",en,Cultural Identity,11,https://chat.openai.com/,klu21,en
same-sex marriage,"As the country celebrates this milestone, couples of all genders and sexual orientations are now free to marry their partners, affirming that love is love, and equality is a fundamental principle that knows no bounds.",en,Morality,3,https://chat.openai.com/,klu21,en
same-sex marriage,"The passage of the Love and Equality Act will undoubtedly be remembered as a historic moment in the ongoing struggle for LGBTQ+ rights, marking a profound step forward towards a more inclusive and accepting society.",en,Policy Prescription and Evaluation,6,https://chat.openai.com/,klu21,en
same-sex marriage,"In a world where love knows no bounds, the intersection of same-sex marriage and cultural identity is a topic of increasing importance and discussion. As societies around the globe evolve and become more inclusive, individuals from diverse cultural backgrounds are sharing their unique experiences of embracing both their LGBTQ+ identity and their cultural heritage.",en,Cultural Identity,11,https://chat.openai.com/,klu21,en
same-sex marriage,"One voice that often goes unheard in discussions of same-sex marriage and cultural identity is that of parents. Carla Fernandez, a mother of a gay son, shares her journey of understanding and acceptance. ""Growing up in a conservative Mexican family, I had my own biases,"" she admits. ""But the love I have for my son forced me to confront those prejudices.""",en,Cultural Identity,11,https://chat.openai.com/,klu21,en
same-sex marriage,A recent study conducted by the Institute for Social Research examined the mental health of LGBTQ+ individuals before and after the legalization of same-sex marriage. The results were astonishing: a 30% decrease in reported depression and anxiety among LGBTQ+ individuals since the introduction of marriage equality.,en,Quality of Life,10,https://chat.openai.com/,klu21,en
same-sex marriage,"Beyond the wedding industry, the economic benefits extend to local economies. Wedding-related spending, from florists to hotels, has surged as same-sex couples celebrate their love with grand ceremonies and receptions. Small businesses in particular have seen increased revenue, leading to stronger communities.",en,Economic,1,https://chat.openai.com/,klu21,en
same-sex marriage,Studies also show that the acceptance and recognition of same-sex marriages in workplaces promote innovation and productivity. Companies with LGBTQ+ inclusive policies report higher job satisfaction and employee retention rates.,en,Capacity and Resources,2,https://chat.openai.com/,klu21,en
Immigration,The United States is often described as a nation of immigrants.,en,Cultural Identity,11,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,The United States is often described as a nation of immigrants with the exception of Native Americans.,en,Cultural Identity,11,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"The United States is often described as a nation of immigrants, with the exception of Native Americans.",en,Cultural Identity,11,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"The United States is often described as a nation of immigrants, but with the exception of Native Americans, the vast majority of Americans are immigrants or descendants of immigrants.",en,Cultural Identity,11,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"The United States is often described as a nation of immigrants, but with the exception of Native Americans, the majority of Americans are immigrants or descendants of immigrants.",en,Cultural Identity,11,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Immigrants contribute to the U.S. economy by increasing the size of the labor force.,en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Immigrants make an important contribution to the U.S. economy.,en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Immigrants contribute to the U.S. economy by increasing the labor force.,en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Immigrants make an important contribution to the U.S. economy by increasing the size of the labor force.,en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Immigrants make an important contribution to the economy.,en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,A 1 percentage point increase in the population share of immigrant college graduates increases patents per capita by 9 percent to 18 percent.,en,Capacity and Resources,2,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,A 1 percentage point increase in the population share of immigrant college graduates increases the patents per capita by 9 percent to 18 percent.,en,Capacity and Resources,2,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Patents per capita increase by 9 percent to 18 percent when the population share of immigrant college graduates increases.,en,Capacity and Resources,2,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Patents per capita increase by 9 percent to 18 percent when the population share of immigrant college graduates increases by 1 percentage point.,en,Capacity and Resources,2,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,The increase in the population share of immigrant college graduates increases the patents per capita by 9 percent to 18 percent.,en,Capacity and Resources,2,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,The Department of Homeland Security estimates that there are roughly 11 million unauthorized immigrants in the United States.,en,"Legality, Constitutionality, Jurisdiction",5,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"According to the Department of Homeland Security, there are more than 11 million unauthorized immigrants in the United States.",en,"Legality, Constitutionality, Jurisdiction",5,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"The Department of Homeland Security estimates that there are roughly 11 million unauthorized immigrants in the United States, with most of them residing in the country legally.",en,"Legality, Constitutionality, Jurisdiction",5,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"The Department of Homeland Security estimates that there are roughly 11 million unauthorized immigrants in the United States, with most of them residing in the United States.",en,"Legality, Constitutionality, Jurisdiction",5,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"According to the Department of Homeland Security, there are more than 11 million unauthorized immigrants in the United States, with most of them residing in the country legally.",en,"Legality, Constitutionality, Jurisdiction",5,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"Legalizing unauthorized immigrants could be costly, but it would likely raise tax revenues and increase productivity.",en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,The economics of legalized unauthorized immigrants are discussed in this post.,en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,The economics of legalization of unauthorized immigrants are discussed in this post.,en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,The economics of legalized unauthorized immigrants are discussed in this blog.,en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,The economics of legalization of unauthorized immigrants is discussed in this post.,en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"73 percent of unauthorized immigrants ages 18 to 65 were employed in any given year, roughly the same as the employment rates of non-citizen legal residents and U.S. citizens.",en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"73 percent of unauthorized- immigrants ages 18 to 65 were employed in any given year, roughly the same as the employment rates of non-citizen legal residents and U.S. citizens.",en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"73 percent of unauthorized- immigrants ages 18 to 65 were employed in any one year, roughly the same as the employment rates of non-citizen legal residents and U.S. citizens.",en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"73 percent of unauthorized immigrants ages 18 to 65 were employed in any given year, roughly the same rate as non-citizen legal residents and U.S. citizens.",en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"73 percent of unauthorized immigrants ages 18 to 65 were employed in any given year, roughly the same as the employment rates of legal residents and U.S. citizens.",en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Immigrants make a lot of contributions to American business and society.,en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Immigrants have made a lot of contributions to American society.,en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Immigrants have made a lot of contributions to society.,en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Immigrants make a lot of contributions to American society.,en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Immigrants have made contributions to American society.,en,Economic,1,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"Current law limits millions of them to a life in the shadows, without the rights to be economically engaged or have access to social protections.",en,Fairness and Eqality,4,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Current law limits millions of them to a life in the shadows without the rights to be economically engaged or have access to social protections.,en,Fairness and Eqality,4,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,"Current law limits millions of them to a life in the shadows, without the rights to be fully economically engaged or have access to social protections.",en,Fairness and Eqality,4,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Current law limits millions of them to a life in the shadows without the rights to be fully economically engaged or have access to social protections.,en,Fairness and Eqality,4,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Current law prevents millions of them from having the rights to be economically engaged or have access to social protections.,en,Fairness and Eqality,4,"https://www.whitehouse.gov/cea/written-materials/2021/09/17/the-economic-benefits-of-extending-permanent-legal-status-to-unauthorized-immigrants/#:~:text=Immigrants%20also%20make%20an%20important,also%20contribute%20to%20increasing%20productivity.",,en;para
Immigration,Immigrants tell you that they come to America to build a better life in a safer country.,en,Quality of Life,10,https://www.cato.org/publications/commentary/what-both-sides-miss-immigration-debate?gclid=Cj0KCQjwjt-oBhDKARIsABVRB0zx0iEcH2VyJMP-O2ms04YYLzbAqv2knhlXPZ4ScS0TswNU3p-TRCQaAr_QEALw_wcB,,en;para
